字段名称,数据类型,显示顺序,栏位名称,表或者视图名称,ID
OrganizeName,nvarchar,3,组织,APS_QualityAbnormalityCase,40560
OrganizeName,nvarchar,3,组织,APS_NewProductTrial,40525
GroupID,int,3,群组ID,Dev_PositionAccountMap,40800
Code,varchar,3,物料编码,V_APS_Report41,41475
ProcessName,nvarchar,3,岗位(工序)名称,V_APS_ProcessPosition,41347
OrganizeName,nvarchar,3,组织,APS_AssessmentMachine,41595
GroupID,int,3,群组ID,APS_AssessmentResources,41616
GroupID,int,3,群组ID,APS_AssessmentHR,41575
FName,varchar,3,字段,APS_InterfaceSAPInputParameter,39198
FNameCaption,nvarchar,3,字段描述,APS_InterfaceSAPOutputField,39175
Code,varchar,3,物料编码,V_APS_OrderPlanMaterialFormListForBoardSum,38854
SyncRate,int,3,同步频率,V_APS_Report35,38303
MenuAddress,varchar,3,功能菜单,V_PWS_WageTrendReport,38388
GroupID,int,3,群组ID,APS_MaterialForecastForm,44308
GroupID,int,3,群组ID,APS_MaterialForecastBom,44285
TotalWorkTimesRegular,decimal,3,正式工工时,V_APS_SchedulingForERP,43816
Name,nvarchar,3,姓名,V_APS_LineAttendanceDetail,43654
TotalPeoples,int,3,总人数,V_APS_SalesOrderDetailDeliver3Total,43804
Code,varchar,3,产品编码,MES_RouteReport,44048
RuleType,nvarchar,3,规则类型,APS_DeliveryRule,42273
SuplierCode,varchar,3,供应商代码,V_APS_PrepareView17,42299
MaterialCode,varchar,3,物料编码,V_APS_Report45,42266
MaterialName,nvarchar,3,物料名称,V_APS_MaterialOrg,41796
EditRow,int,3,操作,V_Dev_PositionDetail,42918
ParentPositionName,nvarchar,3,岗位大类,V_Dev_PositionAccountMap,42927
StatusName,nvarchar,3,状态,V_APS_LineAttendance,43613
Code,nvarchar,3,物料编码,V_APS_ProcessMaterialError,42541
LineNum,nvarchar,3,行号,V_WMS_ArrivalGoods,42617
Extend1,varchar,3,工种,V_Dev_AccountEmployee,42831
PositionID,int,3,岗位,Dev_PositionExamRecord,42791
Spec,nvarchar,3,物料规格,V_APS_PrepareView26,42728
MaterialName,nvarchar,3,名称,V_APS_Report37,45107
LevelPath,varchar,3,层级,V_APS_Report36,45095
ExpectTime,int,3,需求总工时,V_APS_Report18,46520
Extend14,int,3,手帖,V_APS_MOPlanStep4V11,46498
ExpectTime,int,3,计划需求工时,V_APS_PrepareView20,46528
MaterialID,bigint,3,物料ID,MES_OrderRouteReport,46903
OrderNo,varchar,3,工单号,V_MES_OrderRouteReport,46927
DeliveryDate,datetime,3,生产交期,V_APS_MOPlanStep1V12,47118
OrderNO,varchar,3,工单号,V_APS_MOPlanStep5,47286
Qty,decimal,3,订单数,V_APS_OrderForPrepare2,47804
Extend10,nvarchar,3,属性,V_APS_OrderForPrepare,47595
OrderNo,varchar,3,生产单,V_APS_ProcessPlanHistoryForWeek3,48214
IsLock,bit,4,锁定,V_APS_MOPlanStep4,46879
Code,varchar,4,物料编码,V_APS_MOPlanStep2V1,44815
SourceOrderNo,varchar,4,销售单,V_APS_ProcessPlanHistoryForWeek2,45853
Code,varchar,4,物料编码,V_APS_PrepareView1,43412
LevelName,nvarchar,4,申请等级,V_Dev_PositionExamRecord,42875
MaterialName,nvarchar,4,物料名称,V_APS_PrepareView6,41939
Spec,nvarchar,4,规格,V_APS_PrepareView6,41940
Code,varchar,4,物料编码,V_APS_ProductionReportMt,42399
FrocastQty,decimal,4,本月预测数量,V_APS_SalesOrderDetailDeliverFreeze,44030
Code,varchar,4,物料编码,V_APS_OrderWarning,43667
MasterSpec,nvarchar,4,产品规格,V_APS_MaterialForecastForm,44724
DayCount,int,4,访问次数,V_APS_UserOnlineCount,38401
WeekdayName,nvarchar,4,星期,V_APS_OrganizeWorkingTimesDetail,39221
Code,varchar,4,物料编码,V_APS_ManualForecastDetail,39842
ServiceLife,int,4,工装寿命,APS_ToolingRegister_JDY,39806
SalesOrderNo,varchar,4,销售订单,V_APS_Report54,41179
TotalPeoples,int,4,组织人数,V_Dev_Organize,5664
Comment,nvarchar,4,栏位名称,V_DictionaryField,725
MaterialName,nvarchar,4,产品描述,V_APS_SalesOrderDetailPlanLine,21229
OrderNo,varchar,4,工单号,V_APS_MOPlanStep4V11,18734
Code,varchar,4,物料编码,V_APS_Report1,14896
ProductName,nvarchar,4,产品描述,V_APS_Report17,14941
MaterialName,nvarchar,4,物料描述,V_APS_PrepareView4,13682
OrderNo,varchar,4,生产单号,V_APS_Report19,36615
MaterialName,nvarchar,4,物料名称,V_APS_OrderInfo,27637
Spec,nvarchar,4,规格,V_APS_MaterialBOM,29936
ViewSort,int,4,序号,V_APS_MOPlanStep1V10,36098
OrderNo,varchar,4,生产单号,V_APS_MOPlanStep4V9,35994
Code,varchar,4,物料编码,V_APS_MOPlanStep1V2,35946
MainLine,int,4,主线,V_APS_MaterialForSpecial,34195
MainLine,int,4,主线,V_APS_ProcessScheduling,34222
MaterialName,nvarchar,4,物料名称,V_APS_Report44,34694
MainLine,int,4,主线,V_APS_SchedulingSpecial,33744
MenuName,nvarchar,4,关联菜单,Dev_Dictionary,33463
MaterialName,nvarchar,4,物料名称,V_APS_Report45,34725
Code,varchar,4,物料编码,V_APS_SalesOrderDeliveryReplyInfo,35246
ItemCode,varchar,4,物料编码,V_APS_WeekDeliveryDataDetail,28550
RelatedType,nvarchar,4,对应类别(损耗配置),V_APS_MaterialLadderLossRelated,36370
LossProportion,decimal,4,阶梯损耗值,V_APS_MaterialLadderLossConfig,36327
GroupName,nvarchar,4,群组,APS_MaterialLadderLossRelated,36307
GroupName,nvarchar,4,群组,APS_MaterialLadderLossConfig,36286
OrderNo,varchar,4,生产单号,V_APS_SalesOrderDetailDelivery,36944
ModifiedBy,varchar,4,修改账号,APS_ManualForecastDetail,37924
PlanQtyReachM,decimal,4,达成率,V_APS_PrepareView11,38144
Code,varchar,4,物料编码,V_APS_ProcessMaterialHistory,38105
LineNum2,int,4,拆单行号,V_APS_OrderSplitLog,37362
RemainQty,decimal,4,超需求数,V_APS_MaterialBalanceHistoryReason,38057
ModifiedBy,varchar,4,修改账号,APS_OrganizeDemandOrder,38179
UnkownCount,int,4,未到期待结案数,V_APS_OrderAchievedRate,37289
total,int,4,工单总数,V_APS_Report53,37285
Code,varchar,4,产品编号,V_APS_OrderForPrepare3,37916
GroupName,nvarchar,4,群组,APS_MaterialBalanceTotalHistory,37991
GroupName,nvarchar,4,群组,APS_MaterialBalanceHistory,37964
MaterialName,nvarchar,4,成品描述,V_APS_PrepareView5,13686
Status,int,4,状态,Dev_ColorConfig,21819
JudgeFieldName,nvarchar,4,描述,Dev_ColorConfig,21831
Code,varchar,4,物料编码,V_APS_Report29,24299
Spec,nvarchar,4,物料描述,V_APS_OrderForm,25306
PlanStartDate,datetime,4,要求料齐,V_APS_MOPlanStep1V12,25102
Tel,varchar,4,简称,Dev_Supplier,3460
MaterialName,nvarchar,4,产品描述,V_APS_OrderForCheck,5909
FixDay,int,4,提前期,V_APS_ProcessGroupInfo,6586
ProcessName,nvarchar,4,工序名称,V_APS_OrderProcess,6535
UnitPrice,numeric,4,,R_InventoryValueDetail,10062
Spec,nvarchar,4,规格,V_APS_OrderPlanMaterialForm,9064
GroupName,nvarchar,4,群组,Dev_PositionAccountMap,40801
LevelID,int,4,等级代码,V_APS_ProcessPosition,41348
MaterialName,nvarchar,4,物料名称,V_APS_Report41,41476
GroupName,nvarchar,4,群组,APS_AssessmentHR,41576
GroupName,nvarchar,4,群组,APS_AssessmentResources,41617
GroupID,int,4,群组ID,APS_AssessmentMachine,41596
Status,int,4,状态,APS_NewProductTrial,40526
Status,int,4,状态,APS_QualityAbnormalityCase,40561
GroupName,nvarchar,4,群组,Dev_PositionLevelMap,40827
GroupName,nvarchar,4,群组,APS_ProcessPosition,40782
APSTableName,varchar,4,正式表B,APS_InterfaceSAPOutput,39155
MenuName,nvarchar,4,菜单,V_APS_Report35,38305
SysID,varchar,4,系统ID,V_PWS_WageTrendReport,38387
MaterialName,nvarchar,4,物料名称,V_APS_OrderPlanMaterialFormListForBoardSum,38855
Code,varchar,4,物料编码,V_WMS_ArrivalGoods,38902
MasterCode,varchar,4,产品编码,V_APS_SalesPlanMaterial,39070
GroupName,nvarchar,4,群组,APS_MaterialForecastBom,44286
GroupName,nvarchar,4,群组,APS_MaterialForecastForm,44309
Qty,decimal,4,工单数,V_APS_MaterialForecastBom,44370
Remark1,nvarchar,4,工种,V_APS_LineAttendanceDetail,43679
TotalAttendancePeoples,int,4,出勤人数,V_APS_SalesOrderDetailDeliver3Total,43805
TotalWorkTimesTemp,decimal,4,小时工工时,V_APS_SchedulingForERP,43817
RouteNameAlIS,nvarchar,4,制程名称,V_MES_RouteReport,44120
OrganizeID,bigint,4,组织ID,MES_RouteReport,44049
SupplierName,nvarchar,4,供应商名称,V_APS_PrepareView17,42322
TotalPrice,decimal,4,呆滞金额(元),V_APS_PrepareView15,42186
Spec,nvarchar,4,规格,V_APS_MaterialOrg,41797
ParamsLabel,varchar,4,状态,V_Dev_AccountEmployee,42932
ProcessNames,nvarchar,4,关联工序,V_Dev_PositionDetail,42917
MaterialType,nvarchar,4,属性,V_APS_Report33,43043
WorkTimeMorning,decimal,4,上午时长,V_APS_LineAttendance,43625
MaterialType,nvarchar,4,属性,V_APS_PrepareView26,42729
LevelName,nvarchar,4,申请等级,Dev_PositionExamRecord,42793
Spec,nvarchar,4,物料规格,V_APS_PrepareView25,42650
ViewSort,int,4,顺序,V_APS_ProcessMaterialError,42542
SourceOrderNo,varchar,4,销售单,V_APS_ProcessPlanHistoryForWeek,45810
Spec,nvarchar,4,规格,V_APS_Report37,45108
ParentCode,varchar,4,上级编码,V_APS_Report36,45110
ScheduleDays,int,4,排班天数,V_APS_PrepareView20,46529
ReportQty,decimal,4,MES报工,V_APS_Report26,46683
ScheduleDays,int,4,排班天数,V_APS_Report18,46521
RouteName,nvarchar,4,制程名称,V_MES_OrderRouteReport,46949
OrderNo,varchar,4,工单号,MES_OrderRouteReport,46904
LineNum,varchar,4,行号,V_APS_MOPlanStep5,47287
ProductCode,varchar,4,产品编码,V_APS_ProcessPlanHistoryForWeek3,48217
Code,varchar,4,物料编码,V_APS_OrderForPrepare,47723
SidedType,varchar,4,面型,V_APS_Report24,47540
PlanQty,decimal,4,排产数,V_APS_OrderForPrepare2,47799
SystemViewSort,int,5,顺序,V_APS_MOPlanStep4V12,47053
PCProductionStatusDate,datetime,5,计划交期,V_APS_PrepareView3,46340
PCProductionStatusDate,datetime,5,计划交期,V_APS_Report55,46318
MaterialName,nvarchar,5,物料名称,V_APS_MOPlanStep2V1,44816
TotalBomCount,int,5,物料总数,V_APS_MaterialForecast,45262
OrderNo,varchar,5,生产单,V_APS_ProcessPlanHistoryForWeek2,45841
OrderNo,varchar,5,生产单,V_APS_ProcessPlanHistoryForWeek,45764
Name,nvarchar,5,姓名,V_APS_ProcessStaffMatrix,42518
MaterialName,nvarchar,5,物料描述,V_APS_PrepareView1,43414
Code,nvarchar,5,物料编码,V_Dev_PositionExamRecord,42876
UnIssuedQty3,decimal,5,销售需求,V_APS_PrepareView6,41915
CreatedOn,datetime,5,单据日期,V_APS_POSummary,42217
MaterialName,nvarchar,5,物料描述,V_APS_ProductionReportMt,42443
Name,nvarchar,5,员工姓名,V_APS_SchedulingOutByOrder,43826
YearMonth,nvarchar,5,月份,V_APS_LineAttendanceDetailByMonth,44010
MaterialName,nvarchar,5,物料描述,V_APS_OrderWarning,43668
Qty,decimal,5,数量,V_APS_MaterialForecastForm,44393
MaterialType,nvarchar,5,物料组,V_APS_ProcessMaterialPartError,44474
Code,varchar,5,物料编码,V_APS_MaterialBalancePlan,38520
ProCheckNo,varchar,5,记录编号,APS_ProductCheck_JDY,39336
IssueCount,int,5,领用次数,APS_ToolingRegister_JDY,39809
MaterialName,nvarchar,5,机型,APS_ProductAgingCondition_JDY,39772
SalesOrderNo,varchar,5,订单编号,APS_SalesOrder_JDY,39347
PONO,varchar,5,交货单号,V_APS_SalesOutStock,41520
StartTime,varchar,5,开始时间,V_APS_OrganizeWorkingTimesDetail,11320
OrderDate,datetime,5,下单时间,V_APS_SalesOrderDetailALL,12390
ManagerCode,varchar,5,负责人,V_Dev_Organize,5665
Code,varchar,5,物料编码,V_APS_Material,3088
StandardPeoples,decimal,5,人数,V_APS_ProcessMaterial,1483
OrderDate,datetime,5,单据日期,V_APS_Order,627
MaterialName,nvarchar,5,产品描述,V_APS_Report20,26011
Spec,nvarchar,5,规格型号,V_APS_SalesOrderDetailPlanLine,21230
MaterialType,nvarchar,5,物料组,V_APS_MaterialMaintain,21560
Code,varchar,5,物料编码,V_APS_Report17,14937
MaterialName,nvarchar,5,物料名称,V_APS_Report1,14868
CreatedOn,datetime,5,单据日期,V_APS_PO,13982
Code,varchar,5,物料编码,V_APS_MOPlanStep4V11,18735
Extend10,nvarchar,5,属性,V_APS_OrderPrepareReport,16110
CreatedOn,datetime,5,封存时间,V_APS_MaterialBalanceTotalHistory,38068
LineNum,varchar,5,行号,V_APS_SalesOrderDetailDelivery,36908
Spec,nvarchar,5,规格,V_APS_OrderInfo,27639
ERPEndDate,datetime,5,计划完工,V_APS_Report50,31437
LineNum,varchar,5,行号,V_APS_Report54,31995
OrderDate,datetime,5,订单日期,V_APS_OrderBOMNew,29812
Code,varchar,5,物料编码,V_APS_SalesOrderBom,35211
MaterialName,nvarchar,5,物料名称,V_APS_MOPlanStep1V2,35947
Code,varchar,5,物料编码,V_APS_MOPlanStep4V9,35996
Code,varchar,5,物料编码,V_APS_OrderSplitLog,36221
EffectiveDate,datetime,5,生效日期,V_Dev_OrganizeProcess,35093
MaterialName,nvarchar,5,物料名称,V_APS_SalesOrderDeliveryReplyInfo,35247
Spec,nvarchar,5,规格,V_APS_Report44,34696
Extend1,nvarchar,5,呆滞原因,V_APS_PrepareView15,29672
Code,varchar,5,物料编码,WMS_StockAll,29399
ItemName,nvarchar,5,物料名称,V_APS_WeekDeliveryDataDetail,28551
PCDeliveryDate,datetime,5,要求开工,V_APS_OrderPlanChange,28364
Extend23,nvarchar,5,品类,V_APS_Report42,37016
ModifiedByName,nvarchar,5,修改姓名,APS_ManualForecastDetail,37925
UnkownCount,int,5,未到期待结案数,V_APS_Report53,37284
Status,int,5,状态,APS_MaterialLadderLossConfig,36287
Status,int,5,状态,APS_MaterialLadderLossRelated,36308
RemainReason,nvarchar,5,呆滞原因,V_APS_MaterialBalanceHistoryReason,38058
MaterialName,nvarchar,5,物料名称,V_APS_MaterialBalanceHistory,38300
ModifiedByName,nvarchar,5,修改姓名,APS_OrganizeDemandOrder,38180
Status,int,5,状态,APS_MaterialBalanceHistory,37965
Status,int,5,状态,APS_MaterialBalanceTotalHistory,37992
MaterialName,nvarchar,5,产品描述,V_APS_OrderForPrepare3,37917
ValidCount,int,5,有效工单,V_APS_OrderAchievedRate,37292
OrganizeID,int,5,OrganizeID,APS_ProcessMaterialHistory,38013
Contact,nvarchar,5,联系人,V_Dev_Customer,21140
Spec,nvarchar,5,品名规格,V_APS_PrepareView5,20841
Code,varchar,5,物料编码,V_APS_Report2,15369
LineName,nvarchar,5,生产线别,V_APS_PrepareView13,26599
ObjectText,nvarchar,5,对象文本,Dev_Dictionary,621
Price,decimal,5,单价,APS_Material,718
Width,int,5,宽度,V_DictionaryField,732
MachineCapacity,int,5,机台点数(小时),APS_Machine,1383
Remark1,nvarchar,5,放假说明,APS_Holiday,2492
WarehouseName,nvarchar,5,仓库,V_WMS_Stock,2823
Contacts,nvarchar,5,联系人,Dev_Supplier,3461
Price,real,5,单价,V_WMS_DeliveryPlanForNew,3524
Spec,nvarchar,5,规格型号,V_APS_OrderForCheck,5911
PostProcessID,varchar,5,锚点工序,V_APS_ProcessGroupInfo,6577
Molecule,decimal,5,分子,V_APS_MaterialBOM,12178
Price,decimal,5,单价,V_PWS_WJProcess,9991
IsScheduling,bit,5,计划排产,V_APS_OrderProcess,9536
Spec,nvarchar,5,规格,V_APS_Report41,41477
LevelName,nvarchar,5,技能等级,V_APS_ProcessPosition,41349
Status,int,5,状态,Dev_PositionAccountMap,40802
GroupName,nvarchar,5,群组,APS_AssessmentMachine,41597
Status,int,5,状态,APS_AssessmentResources,41618
Status,int,5,状态,APS_AssessmentHR,41577
Status,int,5,状态,APS_ProcessPosition,40783
Status,int,5,状态,Dev_PositionLevelMap,40828
ChangeRequestNo,nvarchar,5,临时变更单号,APS_TempChangeRequest,40611
Source,nvarchar,5,质量异常信息来源,V_APS_QualityAbnormalityCase,40678
CreatedBy,varchar,5,创建账号,APS_QualityAbnormalityCase,40562
CreatedBy,varchar,5,创建账号,APS_NewProductTrial,40527
TrialSummaryNo,varchar,5,试产总结单号,V_APS_NewProductTrial,40641
SalesOrderNo,varchar,5,订单编号,V_APS_SalesOrderDetail_JDY,39381
ProcessGroupName,nvarchar,5,制程名称,V_APS_Report29,39533
OrderNo,varchar,5,生产单号,V_APS_OrderPicking,40254
FNameAPS,varchar,5,APS字段(表),APS_InterfaceSAPOutputField,39176
APSTableNameTemp,varchar,5,临时表名A,APS_InterfaceSAPOutput,39154
PlanQty,decimal,5,计划数,V_APS_OrderPlanMaterialFormListForBoardSum,38869
Qty,decimal,5,工单数,V_APS_SalesPlanMaterial,39085
DictionaryID,int,5,字典ID,V_APS_Report35,38304
RequestCount,int,5,次数,V_PWS_WageTrendReport,38386
ProcessName,nvarchar,5,工序,V_PWS_ProcessMaterial,44509
Code,varchar,5,产品编号,V_APS_Report59,44657
Status,int,5,状态,APS_MaterialForecast,44266
Status,int,5,状态,APS_MaterialForecastForm,44310
Status,int,5,状态,APS_MaterialForecastBom,44287
MaterialName,nvarchar,5,物料描述,APS_ProcessPartMaterialImport,44234
StatusName,nvarchar,5,出勤状态,V_APS_LineAttendanceDetail,43656
TotalWorkTimes,decimal,5,总工时,V_APS_SchedulingForERP,43818
TotalUnattendanceRegular,int,5,正式工缺勤,V_APS_SalesOrderDetailDeliver3Total,43811
OrganizeName,nvarchar,5,组织,MES_RouteReport,44050
RuleType,nvarchar,5,送货规则,V_APS_PrepareView17,42300
OrderDate,datetime,5,下单时间,V_APS_SalesOrderWarning,41975
UnIssuedQty3,decimal,5,销售需求,V_APS_MaterialOrg,41801
EditRow,int,5,操作,V_Dev_AccountEmployee,42933
Status,int,5,启用,V_Dev_PositionDetail,42847
TotalRequiredQty,decimal,5,总需求,V_APS_Report33,43042
LineNum,varchar,5,行号,V_APS_Report32,43010
WorkTimeAfternoon,decimal,5,下午时长,V_APS_LineAttendance,43626
ProcessPartName,nvarchar,5,工段,V_APS_ProcessMaterialError,42557
TotalRequiredQty,decimal,5,总需求,V_APS_PrepareView26,42727
Code,nvarchar,5,物料编码,Dev_PositionExamRecord,42794
Code1,varchar,5,物料编码,V_APS_Report43,45283
Code,varchar,5,物料编码,V_APS_Report14,45989
OrderDate,datetime,5,下单时间,V_APS_Report56,46024
OrderDate,datetime,5,最早下单时间,V_APS_Report46,46193
DeliveryYM,nvarchar,5,月份,V_APS_Report39,46356
DailyAttendanceHours,int,5,每日出勤工时,V_APS_Report18,46522
DailyAttendanceHours,decimal,5,日出勤工时,V_APS_PrepareView20,46530
Code,varchar,5,物料编码,V_APS_MOPlanStep5,47288
OrganizeID,bigint,5,组织ID,MES_OrderRouteReport,46905
PCDeliveryDate,datetime,5,排产日期,V_APS_Report57,46793
OrderNo,varchar,5,生产单号,V_APS_Report38,46833
IssuedQty,decimal,5,已领,V_APS_MaterialForecastBom,46720
Years,nvarchar,5,年份,V_APS_MaterialDeliveryConfig,46886
CompletionQty,decimal,5,已入库,V_APS_OrderForPrepare2,47811
CustomerName,nvarchar,5,客户名称,V_APS_Report17,47833
ReplyDateStatus2,nvarchar,5,欠料情况,V_APS_MOPlanStep1V12,47848
PanelQty,decimal,5,拼版数,V_APS_Report24,47541
MaterialName,nvarchar,5,物料名称,V_APS_OrderForPrepare,47722
ProductName,nvarchar,5,产品描述,V_APS_ProcessPlanHistoryForWeek3,48215
Extend13,int,6,委外,V_APS_MOPlanStep1V12,45860
TotalDeliveredCount,int,6,发齐物料,V_APS_MaterialForecast,45261
OrderDate,datetime,6,订单日期,V_APS_OrderBOMProgress,42633
ProcessCount,int,6,岗位数,V_APS_ProcessStaffMatrix,42522
OrganizeName,nvarchar,6,生产线,V_APS_PrepareView4,43634
Spec,nvarchar,6,规格型号,V_APS_PrepareView1,43417
TestTime,decimal,6,考试时间(分钟),V_Dev_PositionExamRecord,42877
UnIssuedQty1,decimal,6,生产需求,V_APS_PrepareView6,41911
Spec,nvarchar,6,规格型号,V_APS_ProductionReportMt,42444
TotalForecast,decimal,6,累计预测,V_APS_SalesOrderDetailPlanLine,44091
Spec,nvarchar,6,规格型号,V_APS_OrderWarning,43669
MaterialName,nvarchar,6,物料名称,V_APS_MaterialBalancePlan,38518
OrderNo,varchar,6,生产单号,APS_ProductCheck_JDY,39340
UsageCount,int,6,使用次数,APS_ToolingRegister_JDY,39808
MachineName,nvarchar,6,治具/设备名称,V_APS_ProcessMaterial,39553
EndTime,varchar,6,结束时间,V_APS_OrganizeWorkingTimesDetail,11321
ProcessName,nvarchar,6,工序,V_APS_ProcessMaterial,1820
OrderNo,varchar,6,生产单号,V_APS_MOPlanStep1V10,22308
MaterialName,nvarchar,6,物料描述,V_APS_Report17,14939
MaterialName,nvarchar,6,物料名称,V_APS_MOPlanStep4V11,18736
Code,varchar,6,物料编码,V_APS_SalesOrderDetailDelivery,36947
Qty,decimal,6,订单数,V_APS_OrderInfo,27522
Code,varchar,6,物料编码,V_APS_Report19,27118
SourceOrderNo,varchar,6,销售订单,V_APS_Report50,31435
OrderNo,varchar,6,生产单号,V_APS_Report50,31386
MaterialName,nvarchar,6,物料名称,V_APS_SalesOrderBom,35210
MaterialName,nvarchar,6,物料名称,V_APS_MOPlanStep4V9,35997
Spec,nvarchar,6,规格,V_APS_MOPlanStep1V2,35948
MaterialName,nvarchar,6,物料名称,V_APS_OrderSplitLog,36222
Spec,nvarchar,6,规格,V_APS_SalesOrderDeliveryReplyInfo,35248
MaterialName,nvarchar,6,物料名称,WMS_StockAll,29400
Extend2,nvarchar,6,责任部门,V_APS_PrepareView15,29673
Qty,decimal,6,数量,V_APS_Report44,30608
Spec,nvarchar,6,物料描述,V_APS_Report1,27691
ResourceNO,varchar,6,采购单号,V_APS_WeekDeliveryDataDetail,28554
OnTimeCount,int,6,按时结案数,V_APS_Report53,37282
CreatedBy,varchar,6,创建账号,APS_MaterialLadderLossRelated,36309
CreatedBy,varchar,6,创建账号,APS_MaterialLadderLossConfig,36288
LossProportionLabel,decimal,6,阶梯损耗百分比值,V_APS_MaterialLadderLossConfig,36461
Capacity,decimal,6,时产能,APS_ProcessMaterialHistory,38014
OnTimeCount,int,6,按时结案数,V_APS_OrderAchievedRate,37291
CreatedBy,varchar,6,创建账号,APS_MaterialBalanceTotalHistory,37993
CreatedBy,varchar,6,创建账号,APS_MaterialBalanceHistory,37966
MaterialName,nvarchar,6,物料名称,V_APS_ProcessMaterialHistory,38104
OrganizeID,int,6,组织ID,V_APS_MaterialBalanceHistoryReason,38059
ProcessValues,nvarchar,6,适用工序,V_Dev_Organize,16585
Remark1,nvarchar,6,采购员,V_Dev_Customer,21150
UnIssuedQty,decimal,6,未领,V_APS_OrderPlanMaterialForm,13301
OrderNo,varchar,6,工单号,V_APS_PrepareView13,26497
Spec,nvarchar,6,规格,V_APS_MOPlanStep1V9,25066
Remark2,nvarchar,6,工序名称,V_APS_Report29,24317
Price,decimal,6,单价,APS_Order,1613
TotalPrice,decimal,6,金额(单据数量*单价),V_WMS_DeliveryPlanForNew,3525
Price,real,6,单价,V_WMS_ReceiptDetail,3660
Price,decimal,6,单价,V_APS_OrderForSchedulingForIssue,3977
TotalPrice,decimal,6,金额,V_WMS_StockForInOut,4075
MaterialType,nvarchar,6,类型,V_WMS_Stock,4284
IsVisible,bit,6,可见,V_DictionaryField,729
Price,decimal,6,单价,V_APS_SchedulingFinish,762
